id,tas_project_id,title,year,author,bibtex_source,added_by_username,project_id,forum,link,month,publication_type,doi,status,checked_for_duplicates,reviewed_by_id,reviewed_comment,reviewed_date,submitted_date,ticket_id,normalized_forum_id
3800,,Benchmarking Message Brokers for IoT Edge Computing: A Comprehensive Performance Study,2026.0,"Paul, Tapajit Chandra and Lertpongrujikorn, Pawissanutt and Nguyen, Hai Duc and Salehi, Mohsen Amini","{""year"": ""2026"", ""journal"": ""arXiv preprint arXiv:2603.21600"", ""author"": ""Paul, Tapajit Chandra and Lertpongrujikorn, Pawissanutt and Nguyen, Hai Duc and Salehi, Mohsen Amini"", ""title"": ""Benchmarking Message Brokers for IoT Edge Computing: A Comprehensive Performance Study"", ""ENTRYTYPE"": ""article"", ""ID"": ""paul2026benchmarking""}",admin,,arXiv,https://arxiv.org/pdf/2603.21600,,preprint,,APPROVED,1,10484.0,,1777334400000.0,1777334400000.0,,
3801,,eBeeMetrics: An eBPF-based Library Framework for Feedback-free Observability of QoS Metrics,2026.0,"Ibnath, Muntaka and Rezvani, Mohammadreza and Wong, Daniel","{""year"": ""2026"", ""journal"": ""arXiv preprint arXiv:2603.25067"", ""author"": ""Ibnath, Muntaka and Rezvani, Mohammadreza and Wong, Daniel"", ""title"": ""eBeeMetrics: An eBPF-based Library Framework for Feedback-free Observability of QoS Metrics"", ""ENTRYTYPE"": ""article"", ""ID"": ""ibnath2026ebeemetrics""}",admin,,arXiv,https://arxiv.org/pdf/2603.25067,,preprint,,APPROVED,1,10484.0,,1777334400000.0,1777334400000.0,,
3802,,Integration of Slurm and Kubernetes for University Research Computing Workloads,2025.0,"Hazlewood, Victor G","{""year"": ""2025"", ""author"": ""Hazlewood, Victor G"", ""title"": ""Integration of Slurm and Kubernetes for University Research Computing Workloads"", ""ENTRYTYPE"": ""article"", ""ID"": ""hazlewood2025integration""}",admin,,"University of Tennessee, Knoxville",https://voljournals.utk.edu/cgi/viewcontent.cgi?article=16356&context=utk_gradthes,,PhD Thesis,,REFERENCE_ONLY,1,10484.0,,1777334400000.0,1777334400000.0,,
3827,,Order-Preserving Dimension Reduction for Multimodal Semantic Embedding,2026.0,Chengyu Gong and Gefei Shen and Luanzheng Guo and Nathan R. Tallent and Dongfang Zhao,"{""bibsource"": ""dblp computer science bibliography, https://dblp.org"", ""biburl"": ""https://dblp.org/rec/conf/aaai/GongSGTZ26.bib"", ""timestamp"": ""Mon, 30 Mar 2026 17:02:29 +0200"", ""doi"": ""10.1609/AAAI.V40I17.38496"", ""url"": ""https://doi.org/10.1609/aaai.v40i17.38496"", ""year"": ""2026"", ""publisher"": ""{AAAI} Press"", ""pages"": ""14765--14773"", ""booktitle"": ""Fortieth {AAAI} Conference on Artificial Intelligence, Thirty-Eighth\nConference on Innovative Applications of Artificial Intelligence,\nSixteenth Symposium on Educational Advances in Artificial Intelligence,\n{AAAI} 2026, Singapore, January 20-27, 2026"", ""title"": ""Order-Preserving Dimension Reduction for Multimodal Semantic Embedding"", ""editor"": ""Sven Koenig and\nChad Jenkins and\nMatthew E. Taylor"", ""author"": ""Chengyu Gong and\nGefei Shen and\nLuanzheng Guo and\nNathan R. Tallent and\nDongfang Zhao"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""DBLP:conf/aaai/GongSGTZ26""}",dzhao@uw.edu,987.0,Proceedings of the 40th AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v40i17.38496,,conference paper,10.1609/AAAI.V40I17.38496,APPROVED,1,10484.0,,1778025600000.0,1778025600000.0,116607,
3828,,Reliable Non-Leveled Homomorphic Encryption for Web Services,2026.0,Baigang Chen and Dongfang Zhao,"{""bibsource"": ""dblp computer science bibliography, https://dblp.org"", ""biburl"": ""https://dblp.org/rec/conf/www/ChenZ26.bib"", ""timestamp"": ""Tue, 21 Apr 2026 16:22:44 +0200"", ""doi"": ""10.1145/3774904.3792476"", ""url"": ""https://doi.org/10.1145/3774904.3792476"", ""year"": ""2026"", ""publisher"": ""{ACM}"", ""pages"": ""3171--3182"", ""booktitle"": ""Proceedings of the {ACM} Web Conference 2026, {WWW} 2026, Dubai, United\nArab Emirates, originally scheduled for April 13-17, 2026, rescheduled\nfor June 29 - July 3, 2026"", ""title"": ""Reliable Non-Leveled Homomorphic Encryption for Web Services"", ""editor"": ""Hakim Hacid and\nYoelle Maarek and\nFrancesco Bonchi and\nIdo Guy and\nEmine Yilmaz"", ""author"": ""Baigang Chen and\nDongfang Zhao"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""DBLP:conf/www/ChenZ26""}",dzhao@uw.edu,987.0,"Proceedings of the ACM Web Conference 2026, WWW 2026",https://doi.org/10.1145/3774904.3792476,,conference paper,10.1145/3774904.3792476,APPROVED,1,10484.0,,1778025600000.0,1778025600000.0,116608,
3829,,Design and Implementation of a Tourism Experimentation Platform for Context-Aware and Sustainable Recommendations,2026.0,"Abluton, Alessandro and Barrera-Leon, Luisa and Benetti, Stefania and Canonico, Massimo and Cerutti, Stefania and Desimoni, Francesco and Portinale, Luigi and others","{""year"": ""2026"", ""pages"": ""1--23"", ""number"": ""8: 3937"", ""volume"": ""16"", ""journal"": ""Applied Sciences"", ""author"": ""Abluton, Alessandro and Barrera-Leon, Luisa and Benetti, Stefania and Canonico, Massimo and Cerutti, Stefania and Desimoni, Francesco and Portinale, Luigi and others"", ""title"": ""Design and Implementation of a Tourism Experimentation Platform for Context-Aware and Sustainable Recommendations"", ""ENTRYTYPE"": ""article"", ""ID"": ""abluton2026design""}",admin,,Applied Sciences,https://iris.uniupo.it/bitstream/11579/229082/1/applsci-16-03937-v2_compressed.pdf,,journal article,,APPROVED,1,10484.0,,1778025600000.0,1778025600000.0,,
3830,,OpenMCP: an open-source self-hosted benchmarking harness for MCP-enabled computer use agents,2026.0,"Leon, Agustin and Niroula, Anup and Fund, Fraida","{""series"": ""EuroMLSys '26"", ""location"": """", ""keywords"": ""Model Context Protocol, computer use agents, large language models, evaluation harness, open source"", ""numpages"": ""10"", ""pages"": ""456\u2013465"", ""booktitle"": ""Proceedings of the Sixth European Workshop on Machine Learning and Systems"", ""doi"": ""10.1145/3805621.3807649"", ""url"": ""https://doi.org/10.1145/3805621.3807649"", ""address"": ""New York, NY, USA"", ""publisher"": ""Association for Computing Machinery"", ""isbn"": ""9798400726057"", ""year"": ""2026"", ""title"": ""OpenMCP: an open-source self-hosted benchmarking harness for MCP-enabled computer use agents"", ""author"": ""Leon, Agustin and Niroula, Anup and Fund, Fraida"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""10.1145/3805621.3807649""}",admin,,"Proceedings of the Sixth European Workshop on Machine Learning and Systems, EuroMLSys '26",https://doi.org/10.1145/3805621.3807649,,conference paper,10.1145/3805621.3807649,APPROVED,1,10484.0,,1778025600000.0,1778025600000.0,,
3832,,Comparing Different Positional Encodings for the Interpretation of Medical Images,2026.0,"Santomauro, Andrea and Leonardi, Giorgio and Portinale, Luigi","{""year"": ""2026"", ""title"": ""Comparing Different Positional Encodings for the Interpretation of Medical Images"", ""publisher"": ""Springer Nature Switzerland"", ""pages"": ""78--89"", ""editor"": ""Bruno, Pierangela and Calimeri, Francesco and Cauteruccio, Francesco and Dragoni, Mauro and Stella, Fabio and Terracina, Giorgio"", ""booktitle"": ""Artificial Intelligence for Healthcare, and Hybrid Models for Coupling Deductive and Inductive Reasoning"", ""author"": ""Santomauro, Andrea and Leonardi, Giorgio and Portinale, Luigi"", ""address"": ""Cham"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""10.1007/978-3-032-16708-8_6""}",admin,,"Artificial Intelligence for Healthcare, and Hybrid Models for Coupling Deductive and Inductive Reasoning,Springer Nature Switzerland,Cham",,,conference paper,,APPROVED,1,10484.0,,1778025600000.0,1778025600000.0,,
3833,,Teaching Big Data and Open Source Software on Chameleon Cloud,2017.0,"von Laszewski, Gregor and Fox, Geoffrey C","{""author"": ""von Laszewski, Gregor and Fox, Geoffrey C"", ""title"": ""Teaching Big Data and Open Source Software on Chameleon Cloud"", ""ENTRYTYPE"": ""article"", ""ID"": ""vonteaching""}",admin,,GitHub,https://laszewski.github.io/papers/vonLaszewski-i524-chameleon.pdf,,preprint,,APPROVED,1,10484.0,,1778025600000.0,1778025600000.0,,
3834,,Wide-area software defined networking experiments using chameleon,2019.0,"Cevik, Mert and Ruth, Paul and Keahey, Kate and Riteau, Pierre","{""organization"": ""IEEE"", ""year"": ""2019"", ""pages"": ""811--816"", ""booktitle"": ""IEEE INFOCOM 2019-IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS)"", ""author"": ""Cevik, Mert and Ruth, Paul and Keahey, Kate and Riteau, Pierre"", ""title"": ""Wide-area software defined networking experiments using chameleon"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""cevik2019wide""}",admin,,IEEE INFOCOM 2019-IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS),,,conference paper,,PRODUCED_BY_CHAMELEON,1,10484.0,,1778025600000.0,1778025600000.0,,
3835,,Porting the Distem Emulator to the CloudLab and Chameleon testbeds,2016.0,"Ruiz, Cristian and Jeanvoine, Emmanuel and Nussbaum, Lucas","{""school"": ""Inria"", ""year"": ""2016"", ""author"": ""Ruiz, Cristian and Jeanvoine, Emmanuel and Nussbaum, Lucas"", ""title"": ""Porting the Distem Emulator to the CloudLab and Chameleon testbeds"", ""ENTRYTYPE"": ""phdthesis"", ""ID"": ""ruiz2016porting""}",admin,,Inria,https://inria.hal.science/hal-01372050/file/RR-8955.pdf,,phd thesis,,APPROVED,1,10484.0,,1778025600000.0,1778025600000.0,,
3836,,Sharing and replicability of notebook-based research on open testbeds,2019.0,"King, MAXINE and Anderson, Jason and Keahey, KATE","{""year"": ""2019"", ""booktitle"": ""Proceedings of the International Conference for High Performance Computing, Networking, Storage, and Analysis (SC\u201919 Poster). IEEE Press"", ""author"": ""King, MAXINE and Anderson, Jason and Keahey, KATE"", ""title"": ""Sharing and replicability of notebook-based research on open testbeds"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""king2019sharing""}",admin,,"Proceedings of the International Conference for High Performance Computing, Networking, Storage, and Analysis (SC’19 Poster). IEEE Press",,,poster,,PRODUCED_BY_CHAMELEON,1,10484.0,,1778025600000.0,1778025600000.0,,
3837,,Performance Testing for Cloud Computing,2022.0,"He, Sen","{""publisher"": ""The University of Texas at San Antonio"", ""year"": ""2022"", ""author"": ""He, Sen"", ""title"": ""Performance Testing for Cloud Computing"", ""ENTRYTYPE"": ""book"", ""ID"": ""he2022performance""}",admin,,The University of Texas at San Antonio,https://www.proquest.com/docview/2704031660?fromopenview=true&pq-origsite=gscholar&sourcetype=Dissertations%20&%20Theses,,phd thesis,,APPROVED,1,10484.0,,1778025600000.0,1778025600000.0,,
3839,,GreenDyGNN: Runtime-Adaptive Energy-Efficient Communication for Distributed GNN Training,2026.0,"Niam, Arefin and Kosar, Tevfik and Nine, MSQ","{""year"": ""2026"", ""journal"": ""arXiv preprint arXiv:2604.23139"", ""author"": ""Niam, Arefin and Kosar, Tevfik and Nine, MSQ"", ""title"": ""GreenDyGNN: Runtime-Adaptive Energy-Efficient Communication for Distributed GNN Training"", ""ENTRYTYPE"": ""article"", ""ID"": ""niam2026greendygnn""}",admin,,arXiv,https://arxiv.org/pdf/2604.23139,,preprint,,APPROVED,1,10484.0,,1778025600000.0,1778025600000.0,,
3840,,EGA: Adapting Frozen Encoders for Vector Search with Bounded Out-of-Distribution Degradation,2026.0,"Zhao, Dongfang","{""year"": ""2026"", ""journal"": ""arXiv"", ""author"": ""Zhao, Dongfang"", ""title"": ""EGA: Adapting Frozen Encoders for Vector Search with Bounded Out-of-Distribution Degradation"", ""ENTRYTYPE"": ""article"", ""ID"": ""zhao2026ega""}",admin,,arXiv,https://arxiv.org/pdf/2605.05674,,preprint,,APPROVED,1,10484.0,,1779321600000.0,1779321600000.0,,
3842,,ZARC: Re-inventing Zone Allocation for LSMs on ZNS SSD,2026.0,"Chowdhury, Farhan S and Eusuf, Shadman Saqib and Sarkar, Subhadeep and Papon, Tarikul Islam","{""year"": ""2026"", ""author"": ""Chowdhury, Farhan S and Eusuf, Shadman Saqib and Sarkar, Subhadeep and Papon, Tarikul Islam"", ""title"": ""ZARC: Re-inventing Zone Allocation for LSMs on ZNS SSD"", ""ENTRYTYPE"": ""article"", ""ID"": ""chowdhury2026zarc""}",admin,,,https://subhadeep.net/assets/fulltext/ZARC_Re-inventing_Zone_Allocation_for_LSMs_on_ZNS_SSD.pdf,,preprint,,APPROVED,1,10484.0,,1779321600000.0,1779321600000.0,,
3843,,Towards Understanding Challenges Surrounding Agentic System Design,2025.0,"Shen, Michael and Zhou, Xiaoyue and Patwardhan, Ishan and Gupta, Yueying Li Udit","{""pages"": ""100"", ""volume"": ""50"", ""journal"": ""Energy (J)"", ""author"": ""Shen, Michael and Zhou, Xiaoyue and Patwardhan, Ishan and Gupta, Yueying Li Udit"", ""title"": ""Towards Understanding Challenges Surrounding Agentic System Design"", ""ENTRYTYPE"": ""article"", ""ID"": ""shen50towards""}",admin,,Energy (J),https://michaeltshen.github.io/Files/AgenticCharacterization.pdf,,journal article,,APPROVED,1,10484.0,,1779321600000.0,1779321600000.0,,
3844,,Articulating and Enforcing Dataflow Preferences,2026.0,"Zhu, Zhiru","{""publisher"": ""University of Chicago"", ""year"": ""2026"", ""author"": ""Zhu, Zhiru"", ""title"": ""Articulating and Enforcing Dataflow Preferences"", ""ENTRYTYPE"": ""article"", ""ID"": ""zhu2026articulating""}",admin,,University of Chicago,,,phd thesis,,APPROVED,1,10484.0,,1779321600000.0,1779321600000.0,,
3845,,Decentralized coordination of autonomous agents in the Compute Continuum using consensus,2026.0,"Casas-Moreno, Xavier and Thareja, Komal and de Juan Vela, Pablo and Mayani, Rajiv and Fanals-i-Batllori, Josep and Mandal, Anirban and Deelman, Ewa and Badia, Rosa M. and Lordan, Francesc","{""year"": ""2026"", ""volume"": ""Volume 4 - 2026"", ""title"": ""Decentralized coordination of autonomous agents in the Compute Continuum using consensus"", ""journal"": ""Frontiers in Complex Systems"", ""author"": ""Casas-Moreno, Xavier and Thareja, Komal and de Juan Vela, Pablo and Mayani, Rajiv and Fanals-i-Batllori, Josep and Mandal, Anirban and Deelman, Ewa and Badia, Rosa M. and Lordan, Francesc"", ""ENTRYTYPE"": ""article"", ""ID"": ""10.3389/fcpxs.2026.1800101""}",admin,,Frontiers in Complex Systems,,,journal article,,APPROVED,1,10484.0,,1779321600000.0,1779321600000.0,,
3846,,UpFuzz: Detecting Data Format Incompatibility Bugs during Distributed Storage System Upgrade,2026.0,"Han, Ke and Sruthi, PC and Wang, Yayu and Song, Yaoxu and Papan, Bishal Basak and Yang, Junwen and Fonseca, Pedro and Zhang, Yongle","{""year"": ""2026"", ""pages"": ""1225--1242"", ""booktitle"": ""23rd USENIX Symposium on Networked Systems Design and Implementation (NSDI 26)"", ""author"": ""Han, Ke and Sruthi, PC and Wang, Yayu and Song, Yaoxu and Papan, Bishal Basak and Yang, Junwen and Fonseca, Pedro and Zhang, Yongle"", ""title"": ""UpFuzz: Detecting Data Format Incompatibility Bugs during Distributed Storage System Upgrade"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""han2026upfuzz""}",admin,,23rd USENIX Symposium on Networked Systems Design and Implementation (NSDI 26),https://www.usenix.org/conference/nsdi26/presentation/han,,conference paper,,APPROVED,1,10484.0,,1779321600000.0,1779321600000.0,,
3847,,Evaluating Federated Learning Beyond Simulation: A Deployment-Aware Methodology,2026.0,"Valli, Mathis and Costan, Alexandru and Tedeschi, C{\'e}dric and Antoniu, Gabriel and Cudennec, Lo{\""}c","{""year"": ""2026"", ""author"": ""Valli, Mathis and Costan, Alexandru and Tedeschi, C{\\'e}dric and Antoniu, Gabriel and Cudennec, Lo{\\\""\\i}c"", ""title"": ""Evaluating Federated Learning Beyond Simulation: A Deployment-Aware Methodology"", ""ENTRYTYPE"": ""article"", ""ID"": ""valli2026evaluating""}",admin,,INRIA,https://hal.science/hal-05477787v1/file/Eval_FL_Methodology.pdf,,preprint,,REFERENCE_ONLY,1,10484.0,,1779321600000.0,1779321600000.0,,
3848,,DTLMod: A Simulation Framework for In Situ Workflow Optimization,2026.0,"Suter, Fred","{""journal"": ""Available at SSRN 6530556"", ""author"": ""Suter, Fred"", ""title"": ""DTLMod: A Simulation Framework for In Situ Workflow Optimization"", ""ENTRYTYPE"": ""article"", ""ID"": ""suter6530556dtlmod""}",admin,,Available at SSRN 6530556,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=6530556,,preprint,,APPROVED,1,10484.0,,1779321600000.0,1779321600000.0,,
3849,,Evaluating and Optimizing the Code Generated by Large Language Models,2026.0,"REKHI, RITIKA","{""school"": ""faculty of the Graduate School of the University at Buffalo, The State~\u2026"", ""year"": ""2026"", ""author"": ""REKHI, RITIKA"", ""title"": ""Evaluating and Optimizing the Code Generated by Large Language Models"", ""ENTRYTYPE"": ""phdthesis"", ""ID"": ""rekhi2026evaluating""}",admin,,University at Buffalo,https://cse.buffalo.edu/tech-reports/2026-16.pdf,,phd thesis,,APPROVED,1,10484.0,,1779321600000.0,1779321600000.0,,
3850,,WASL: Harmonizing Uncoordinated Adaptive Modules in Multi-Tenant Cloud Systems,2026.0,"Pervaiz, Ahsan and Das, Anwesha and Kodagi, Vedant and Santriaji, Muhammad Husni and Hoffmann, Henry","{""year"": ""2026"", ""pages"": ""301--313"", ""booktitle"": ""Proceedings of the 17th ACM/SPEC International Conference on Performance Engineering"", ""author"": ""Pervaiz, Ahsan and Das, Anwesha and Kodagi, Vedant and Santriaji, Muhammad Husni and Hoffmann, Henry"", ""title"": ""WASL: Harmonizing Uncoordinated Adaptive Modules in Multi-Tenant Cloud Systems"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""pervaiz2026wasl""}",admin,,Proceedings of the 17th ACM/SPEC International Conference on Performance Engineering,https://icpe2026.spec.org/preprint/WASL_Harmonizing_Uncoordinated_Adaptive_Modules_in_Multi-Tenant_Cloud_Systems_2.pdf,,conference paper,,APPROVED,1,10484.0,,1779321600000.0,1779321600000.0,,
